content,tags
"fashionandstyle.official
영롱 실버🩶나이키 줌보메로5👟

#나이키 #나이키운동화 #나이키신발 #운동화 #운동화코디 #여자운동화 #실버
65주","['#나이키', '#나이키운동화', '#나이키신발', '#운동화', '#운동화코디', '#여자운동화', '#실버']"
"croket_official
휘뚤마뚤 쓰기 좋은 나이키 볼캡 추천 💕
심플한 디자인과 컬러감이 존예라구 ><
@@유행타지 않는 기본템 !!

🔥 선착순 핫딜 2만원대 특가!
🔥 화면을 터치해서 구매 가능!

#나이키 #나이키볼캡 #볼캡추천 #모자추천 #휘뚤마뚤 #데일리템 #기본템 #나이키모자
34주","['#나이키', '#나이키볼캡', '#볼캡추천', '#모자추천', '#휘뚤마뚤', '#데일리템', '#기본템', '#나이키모자']"
"kit.man_
“우리는 왜 FG를 고집할까?“

최근엔 국가나 시에서 주도하는 체육 사업으로 인해, 학창 시절처럼 흙운동장에서 축구를 하는 경우는 많이 사라지고 대부분의 조기축구 팀들이 인조잔디 구장에서 축구를 한다.

축구장에 가보면 FG는 천연잔디 전용 스터드임에도 불구하고,
많은 사람들이 인조잔디 축구장에서 FG 축구화를 고집하고 있다. 사실 나도 상태가 좋은 구장에선 FG 축구화를 종종 신는 편이다.

상태가 좋으면 몰라도, 잔디가 눕고 바닥이 딱딱한 구장에서는
스터드가 부러지거나 발목이나 무릎에 부상을 당할 위험이 있다. 그럼에도 불구하고, 왜 FG 스터드를 고집하게 될까?

첫 번째 이유 : 최신 기술과 최고 성능
FG스터드는 최고의 퍼포먼스를 위해 항상 최신 기술이 적용된다. 경량화, 우수한 접지력, 디자인까지 모든 노하우가 담겨있다.

두 번째 이유 : 같은 값이면 다홍치마
가격 면에서 FG와 AG에 큰 차이가 없다.
그렇기 때문에 이왕 사는 거, FG 축구화를 사는 경향이 많다.

세 번째 이유 : 선수들이 신으니까
천연잔디용인 FG 스터드는 선수들이 주로 사용한다.
그렇기에 선수들을 보고, 동경심에 따라 신는 경우도 많다.

이러한 이유들로 FG 스터드를 신고 싶은 마음은 충분히 이해하지만, 내가 좋아하는 더욱 축구를 부상 없이 오랫동안 즐기고 싶다면, 구장에 맞는 스터드를 선택하는 것이 중요한 것 같다🤔
7주",[]
"sumn_______iiiii
.
오후에는 이두+삼두운동만 정확하게 30분 수행🥵
저녁에는 하체운동으로 하루 마무리했어요!!

사진은 오늘 오후 팔운동 마치고!!
지금보니 눈 옆에 눈물(?)같은 땀이🥵?

이두운동 한세트
삼두 한세트를 1SET으로!

세트간 휴식은 1초도 없이 바로바로 수행하면서
이두와 삼두에 최대한 혈류량을 집중시킬수 있게 수행!
151주",[]
"hotz.sc
.
🩶 품명 : 나이키 첼시 풋볼 블랙 블루 트랙탑

🩶 가격 : 100,000원

🩶 컨디션 : 10/9

🩶 실측 사이즈: S 가슴단면: 56 총기장: 65

🫧 빈티지 특성상 제품오염이나 약간의 하자가 있을 수 있습니다

🫧 배송비는 3,000원이며, 제주도 및 산간지역은 +4,000원 입니다 (₩8만원 이상 구매 시 무료배송)

🫧 실측 오차범위 +-3cm 감안 해주세요

🫧 주문은 무조건 선입금 순입니다

🫧 빈티지 특성상 “입금 후” 교환, 환불 안 됩니다

🫧 모든 사진은 아이폰 14 pro 기본카메라로 찍었으며, 화면 밝기를 최대로 올리고 봐 주세요 !

💭모든 문의는 DM 환영💭

#빈티지 #나이키 #부꾸모구매가능🙆🏼‍♂️
12주","['#빈티지', '#나이키', '#부꾸모구매가능🙆🏼\u200d♂️']"
"yyyyyygm
내일 수능 긴장된다…

Outer : @zplish_official
Top, Pants : @belier_atelier
Bag : @mimthewardrobe
Shoes : @nike

#지플리시 #벨리에 #밈더워드로브 #나이키 #ocotd
1주","['#지플리시', '#벨리에', '#밈더워드로브', '#나이키', '#ocotd']"
"workout_charm
나이키 멋 gym
7주",[]
"swim_sj
#나이키스윔 #토탈오렌지
#컷아웃26

신상 나이키 수영복
다른 색도 너무 곱고
하늘아래 같은 색은 없다지만
다른 색은 집에 비슷한 색이라도 있는데
오렌지색은 없더라고요?

그래서 갖고 싶었는데
구할 수가 없쟈나,,, 🥺

포기하고 있을무렵
산타의 선물처럼 딱 하고 나타난
토탈오렌지🍊🧡

🦦157/41/136
💚나이키 컷아웃 24은 타이트, 26은 좀 크구요,
레이서백, 패스트백은 26이 딱 맞습니다🙆🏻‍♀️
39주","['#나이키스윔', '#토탈오렌지', '#컷아웃26']"
"swim_yang
🎀나이키 참스 핑크🎀

핑크 솔리드는 그만 사려고 했는데
참이 너무 귀여워서 그만🫣

네이비도 산거는🤫

#nike #swimmetro #nikeswim #나이키 #나이키수영복 #나이키참스 #나이키참스핑크 #수영복추천 #강습용수영복 #수영스타그램 #수영복그램 #실내수영복 #여성수영복
15주","['#nike', '#swimmetro', '#nikeswim', '#나이키', '#나이키수영복', '#나이키참스', '#나이키참스핑크', '#수영복추천', '#강습용수영복', '#수영스타그램', '#수영복그램', '#실내수영복', '#여성수영복']"
"le.syndrome
재활용 가능한 3D 프린팅 신발을 전문으로 제조하는 업체 #젤러펠트 (Zellerfeld)가 #나이키 (Nike)와 파트너십을 맺고 에어 맥스 1을 3D 프린팅으로 재해석한 ‘에어 맥스 1000’의 프리뷰 행사가 지난 11월 16일, 17일 컴플렉스 콘 (ComplexCon)에서 진행되었으며 Air Max 1000 Experience 방문 시 게임을 통해 당첨된 인원은 1족씩 증정되었습니다.

📷 zellerfella, nike, complex, nicekicks, ian thomas
6일","['#젤러펠트', '#나이키']"
"my_good_tip
아직도 장만을 안했다면~?!
-
✅지금 생각나는 사람 있으면 태그해보세요
-
#패션 #패션스타그램 #코디 #착장 #아디다스 #아디다스삼바 #삼바 #신발 #스니커즈 #스니커 #운동화 #퓨마 #나이키 #패딩 #겨울 #해비아우터 #잠바 #패딩추천 #크림 #kream #무신사 #아더에러 #산산기너 #아우터
3주","['#패션', '#패션스타그램', '#코디', '#착장', '#아디다스', '#아디다스삼바', '#삼바', '#신발', '#스니커즈', '#스니커', '#운동화', '#퓨마', '#나이키', '#패딩', '#겨울', '#해비아우터', '#잠바', '#패딩추천', '#크림', '#kream', '#무신사', '#아더에러', '#산산기너', '#아우터']"
"joseph.kream
[조셉의 알쓸잡썰 Ep. 122]

⚡이게 힙하다고? – 나이키 샥스 이야기

돌고 도는게 패션이라지만 요즘 친구들이 찾는 아이템이 내 기준 마이너한 것이라면 종종 당황스러울 때가 있다.
오늘 이야기할 샥스가 그런 신발이다. 최근 유행하는 상품들을 살펴보면 이게 2000년대 초반인가 싶을 정도로 레트로 무드가 강하다. 진짜 Y2K 시절 말이다. 그 시절 조셉도 루즈핏과 3선 츄리닝이면 무서울 것이 없었다.

그런데 그때 샥스는 상당히 마이너한 스니커즈였다. 내 기억 속 샥스를 착용한 소비자들은 형들이 많았고 오버사이즈 티셔츠와 카고 반바지, 스냅백을 착용했다. 이 분들은 NBA를 좋아하거나 본인 들의 곤조가 강하셨다. 왜냐면 비주류 스타일로 밀고 갔기 때문이다. 그래서인지 지난주 재발매한 모델도 그렇고, 최근 MZ세대 및 여성 소비자들이 샥스를 찾는 모습은 참으로 신기할 따름이다. 왜냐하면 패션 트렌드 관점에서 샥스는 비주류였기 때문이다. 한번도 유행을 선도한 적이 없다. 그러나 스니커즈 역사에서 샥스는 쉽게 넘어갈 친구는 아니라고 생각한다. 오늘은 이 샥스에 대해 이야기할까 한다.

브루스 킬고어, 에어포스1을 디자인한 이 아저씨는 1984년 러닝화에 에어가 아니라 기계적 쿠셔닝을 도입하면 어떨까? 하는 아이디어를 제안한다. 혁신적인 아이디어여서 그랬을까? 스니커즈 디자인 자체도 우주 시대를 컨셉으로 잡고 우주복 디자인을 오마쥬 하였으며 샥스 피스톤의 경우 로켓 부스터의 모양을 참조하였다. 뭐 막상 나온 프로토 타입은 산악 자전거의 서스펜션 포크, 이른바 쇼바 형태와 흡사했다.

오랜 개발 끝에 나이키는 2000년 에릭 아바르(허라치, 줌플 디자이너)의 주도 아래 Aaron Cooper, Greg Thompson, Brian Farris, 등과 함께하여 샥스 모델을 출시했다. 워낙 디자인 자체가 미래적인 스타일이라 패션 스니커즈로 활용되진 않았지만 시드니 올림픽을 통해 대중에게 확실히 각인되었다. 당시 드림팀의 빈스 카터는 Nike Shox BB4를 신고 프랑스의 프레데릭 바이스를 앞에 세운 상태에서 덩크슛을 꽂아버린다. 빈스 카터는 포스트 조던이라고 불리우던(반박 시 님들 의견 다 맞습니다) 신예였는데 샥스의 혁신적인 디자인과 신인 선수의 조합은 새로운 밀레니얼 세대의 미래 지향적인 변화를 상징하는 것과 같았다.

우리가 지금 샥스하면 연상하는 Shox R4 모델의 경우 러너를 타겟팅해서 생산된 모델이었다. 앞서 언급한 것처럼 아시아 및 국내에서 인기는 그닥이었으나 유럽 등에서는 하위문화 집단 사이에서 인기가 있었다. 당시 에어맥스 97 등이 엄청난 인기를 갖고 있었는데 이러한 주류 문화에 대한 저항의식을 상징하는 스니커즈가 되었다. 또한 영국 그라임 문화를 상징하는 스니커즈가 되어 언더그라운드 힙합씬에서 유행했다.

이후 샥스는 끊임없이 기술적인 현신을 도모한다. 2003년 피스톤으로 솔을 만든 샥스 TL을 만들었으며 2004년에는 테니스 시장을 타겟하여 세레나 윌리엄스와 함께 샥스 글래머를 발표했다. 뭐 워낙 무겁기도 하고 독특한 착용감으로 인해 호불호가 심했던 신발들이었다. 그럼에도 미래 지향적인 디자인임에는 틀림없는데 2019년 출시한 꼼데가르송 샥스TL 모델이 그 증거라 할 수 있다.

이런 미래 지향적인 샥스가 어떻게 힙한 아이템으로 인식되었을까 생각하면, 최근 켄드릭 라마가 마틴 로즈 x 샥스 모델을 착용하고 헤일리 비버, 벨라 하디드 등 이른바 시대를 선도하고 있는 멋쟁이 분들이 샥스를 착용하면서 대중들이 응답한 것이 아닐까 싶다. 아직까지 호불호가 있지만 서서히 대중들이 샥스의 매력을 인정하기 시작했다고 생각한다. 이 글을 보고 샥스를 구매하는 사람이 있다면 단순한 문화적 이미지 이외에 나이키의 기술적인 혁신을 위한 노력이 내재되어 있음을 기억하면 좋을 것 같다.

INST. @joseph.kream

📸 Image : Pinterest, Voque, Nike

#나이키 #나이키샥스 #Y2K #NBA #MZ #스니커즈 #브루스킬고어 #에어포스1 #나이키에어포스 #샥스피스톤 #NikeShoxBB4 #피스톤 #샥스꼼데가르송 #패션매거진 #패션트렌드 #패션뉴스 #kream #kream마케터 #마케터 #크림패션
수정됨 · 10주","['#나이키', '#나이키샥스', '#Y2K', '#NBA', '#MZ', '#스니커즈', '#브루스킬고어', '#에어포스1', '#나이키에어포스', '#샥스피스톤', '#NikeShoxBB4', '#피스톤', '#샥스꼼데가르송', '#패션매거진', '#패션트렌드', '#패션뉴스', '#kream', '#kream마케터', '#마케터', '#크림패션']"
"soonsoo.vintage
#순수옷걸이
price: 33.0
가슴 52 총장 50
 
🏷. Mention
(블랙) 부드러운 패딩 옷코디로👍🏻컨디션👍🏻

(여성선호)

🔍 구매전 확인
 
1️⃣. 모든 상품들은 스팀/케어/보풀제거 후 발송해드립니다.

2️⃣. 평균 배송은 3~4일 정도 걸리며 12시까지 주문해주시면 당일 포장되어 다음날 택배 발송이 진행됩니다.

3️⃣. 치수 확인은 재는 방법에 따라 미세한 차이가 날 수 있습니다.

#빈티지#구제#폴로#라코스테#나이키#좋반#좋아요반사#좋튀
2주","['#순수옷걸이', '#빈티지', '#구제', '#폴로', '#라코스테', '#나이키', '#좋반', '#좋아요반사', '#좋튀']"
"rumi__e0
주문 대폭폭주중 ,,, ❤️‍🔥❤️‍🔥❤️‍🔥
패이크밍크지만 부드럽고 털빠짐없는 퀄리티에
구스 다운패딩 뒷면으로 보온성도 굿 !!
디자인도 너무 데일리하잖아 .. 🫶🏻

상품명도 매일입는 으로 네이밍한만큼
진짜 매일입게되실거에요😋
2주",[]
"marketingfactory_
결승선은 없다

“조만간 진지한 러너는 대부분의 사람들이 알지 못하는
특별하고 매우 개인적인 경험을 하게 됩니다.

어떤 사람들은 그것을 행복이라고 부르죠

또 어떤 사람들은 그것을 당신을 높은 의식 상태로 몰아넣는
새로운 종류의 신비로운 경험이라고 말합니다.

기쁨의 섬광
달릴 때 떠다니는 느낌

그 경험은 우리 모두 저마다에게
독특한 것이지만

그 일이 일어날 때 당신은 당신을 평범한 러너들과
분리하는 장벽을 부수게 됩니다.

영원히.

그리고 그 시점부터,
결승선이라는 건 없습니다.

당신은 오직 당신을 위해 달리는 것이죠.

당신은 달리기를 통해 경험하게 되는 것에
푹 빠지기 시작합니다.

나이키는 그 느낌을 충분히 이해합니다.
우리에게도 결승선이 없습니다.

우리는 매년 점점 더 나은 운동화를 만들기 위해
탁월한 노력을 하는 것을 멈추지 않을 것입니다.

경쟁자를 이기는 것은 비교적 쉽습니다.

하지만 자신을 이기는 것은
결코 끝나지 않을 약속입니다.”

이 광고는 지난 1977년 나이키가 제작한
THERE IS NO FINISH LINE 라는 타이틀의 광고다.

나이키가 다시 한번 글로벌 스포츠 브랜드로서의 혁신과
도약을 보여주길 기대하면서 오래전 광고 카피를
소개해본다.

#나이키 #nike #기획 #기획자 #마케팅 #마케터 #브랜드 #브랜딩 #캠페인 #카피 #카피라이터 #스투시의카피노트 #마케팅팩토리
수정됨 · 1주","['#나이키', '#nike', '#기획', '#기획자', '#마케팅', '#마케터', '#브랜드', '#브랜딩', '#캠페인', '#카피', '#카피라이터', '#스투시의카피노트', '#마케팅팩토리']"
"bootyfull_jamie
#나이키 #나이키수영복
4계절 중에 여름이 체고야! 🏄🏻‍♀️💕
물에서 하는 스포츠는 너무 재미있어요👍🏻 ,
난 또 훈제오리가 되었다ㅋㅋㅋㅋ #흙인 #태닝 사랑✌🏻
#형주현 형바디 #부티풀 #bootyfull
수정됨 · 281주","['#나이키', '#나이키수영복', '#흙인', '#태닝', '#형주현', '#부티풀', '#bootyfull']"
"lucky___joo
: 오늘의 귀여움🖤
역시 하이보단 로우가 착화감이 더 좋단 말이즤
요렇게 셋뚜셋뚜 신으면 귀엽단 말이즤
금요일 아침은 몸도 마음도 너무 가볍긔
우리모두 즐거운 하루 보내긔
수정됨 · 198주",[]
"readyitmag
오늘은 비교적 저렴한 가격에 트레비스 스캇 블랙 팬텀 맛을 낼 수 있는 꿀템을 소개해 드리려고 합니다! 이 제품은 Nike Killshot 2 Black Phantom으로 올블랙 색상에 스티치 디테일이 포인트입니다. 가까이서 봐도 트레비스 스캇 블랙 팬텀 제품과 비교하기가 힘든데요, 현재 여러 플랫폼에서 평균적으로 10~15만원 정도로 구매가 가능한 상태입니다!
12주",[]
"lady_good_tip
브랜드별로 유행하는 겨울운동화 !!
다 예쁘자냐 ㅜㅠ 나사주랑 ㅋㅋ

#겨울운동화 #운동화모음 #MLB청키클래식 #나이키덩크로우 #오니츠카타이거멕시코66 #MLB운동화 #나이키운동화 #발렌티노운동화 #오니츠카타이거스니커즈 #디올운동화 #운동화 #운동화추천 #운동화코디 #운동화브랜드 #여자운동화 #남자운동화 #신발스타그램 #운동화스타그램 #MLBKOREA #나이키 #발렌티노 #오니츠카타이거 #디올
158주","['#겨울운동화', '#운동화모음', '#MLB청키클래식', '#나이키덩크로우', '#오니츠카타이거멕시코66', '#MLB운동화', '#나이키운동화', '#발렌티노운동화', '#오니츠카타이거스니커즈', '#디올운동화', '#운동화', '#운동화추천', '#운동화코디', '#운동화브랜드', '#여자운동화', '#남자운동화', '#신발스타그램', '#운동화스타그램', '#MLBKOREA', '#나이키', '#발렌티노', '#오니츠카타이거', '#디올']"
"byeonwooseok_outfit
.
@byeonwooseok Outfit at Gimpo Airport heading to Shanghai
@commedesgarcons @nike
COMME DES GARÇONS HOMME PLUS
Nike ACG Mountain Fly 2 Low Sneakers Black
₩353,000

#byeonwooseok #byeonwooseokfashion #bws #bws_outfit #변우석 #변우석패션 #변우석공항패션 #변우석공패 #변우석사복 #나이키 #꼼데가르송 #nikeacg #나이키acg #commedesgarcons #hommeplus #나이키스니커즈 #변우석남친룩 #공항패션 #남자패션 #남친룩 #공패 #남자스니커즈 #변민수템 #변우석출국
수정됨 · 8주","['#byeonwooseok', '#byeonwooseokfashion', '#bws', '#bws_outfit', '#변우석', '#변우석패션', '#변우석공항패션', '#변우석공패', '#변우석사복', '#나이키', '#꼼데가르송', '#nikeacg', '#나이키acg', '#commedesgarcons', '#hommeplus', '#나이키스니커즈', '#변우석남친룩', '#공항패션', '#남자패션', '#남친룩', '#공패', '#남자스니커즈', '#변민수템', '#변우석출국']"
"busanunnie
#부산언니_아이템
.
하이탑과는 다른 매력이 있는 #나이키조던로우 🤍
개인 취향으로는 덩크로우 보다 쵸큼 더 예쁜듯,,
파스텔 컬러는 봄 운동화로 찰떵콩떡이얌>u<
새해 커플 운동화는 요걸로 맞추는거 오땡~~ㅎㅎ
.
🏷 구매처는 언니 프로필 링크에서 확인해줘❣
이 포스팅은 쿠팡 파트너스 활동의 일환으로 이에 따른 일정액의 수수료를 제공받습니다
.
.
#부산언니 #nike #나이키신발 #나이키운동화 #나이키조던 #조던로우 #조던운동화 #나이키 #조던하이탑 #나이키덩크로우 #덩크로우 #나이키운동화추천 #운동화추천 #신발덕후 #신발스타그램 #운동화덕후 #운동화스타그램 #패션피플 #오오티디 #오늘뭐입지 #오늘의착장 #오늘의코디 #남친룩 #여친룩 #커플아이템 #커플운동화 #커플운동화추천 #커플템
94주","['#부산언니_아이템', '#나이키조던로우', '#부산언니', '#nike', '#나이키신발', '#나이키운동화', '#나이키조던', '#조던로우', '#조던운동화', '#나이키', '#조던하이탑', '#나이키덩크로우', '#덩크로우', '#나이키운동화추천', '#운동화추천', '#신발덕후', '#신발스타그램', '#운동화덕후', '#운동화스타그램', '#패션피플', '#오오티디', '#오늘뭐입지', '#오늘의착장', '#오늘의코디', '#남친룩', '#여친룩', '#커플아이템', '#커플운동화', '#커플운동화추천', '#커플템']"
"mimi__market__
😎

쏴리질러🔊🔊🔊!!!!!!

1차때 난리났던 무신사 창고 오랜만에 갑니다!!
우리 신상 없으면 안가쟈나,, 알죠 온니들? 🤍

간만 보다가 대형신상들 입고되서 미미출똥🫡🫡‼️‼️
이번엔 일본 제품들 외 다수 신상입고되었는데
미미오면 깔아준다고 안깔구 있는 무신사 창고 사장님 💗

사룽해요? 💗💗💗💗

언니들 등에 업구 신상 촤르르 다 털어볼란다 👻👻

금밤은 모다???!!! 내일은 없다~~~ 😎
온니들이 만족할때까지 나 집에안갈래~~~🌙

11/15 밤 9시 무신사 그 전쟁의 서막 ,, 🔥🔥

미미오일장에서만 볼수이찌렁 ❤️‍🔥❤️‍🔥
1주",[]
"dailyfashion_news
자크뮈스 X 나이키 J Force 1 실물 공개

지난 월요일 공식 티저영상과 함께 화제를 모은
자크뮈스 X 나이키 J Force 1의 실물 이미지가 공개되었습니다💫

현재 6월 13일 출시될 것으로 알려진
자크뮈스 X 나이키 JF1 화이트 색상 모델을 소개합니다🔍

📌J 포스 1에 대해 알려진 점

▪️스니커즈 듀브레: 기존 ‘AF1’ 각인이 아닌 ‘JF1’이 각인
▪️메탈 스우쉬: 자크뮈스 x 나이키 휴마라 협업에 있었던 메탈 스우쉬 장식이 J Force 1 에서도 보임
▪️아웃솔: 일반 포스와는 다른 트래킹화 느낌이 남
▪️슈레이스 끝 애글릿: 스우시 로고가 들어간 가죽 디테일
▪️소재: 가죽 어퍼에, 메쉬 소재에 텅 (tongue)
▪️색상: 유명 스니커즈 계정들에 따르면 화이트, 블랙 포함 총 5가지 색상이 발매
▪️예상 가격: 약 20만원

#자크뮈스 #나이키 #Jacquemus #Nike #JF1

📷 @dirty_laces
수정됨 · 77주","['#자크뮈스', '#나이키', '#Jacquemus', '#Nike', '#JF1']"
"6032_formen
@nike

6032호에서 선보이는 나이키 전 제품은 병행수입이 없습니다. 100% 나이키코리아 상품으로 매장 A/S가 가능한 상품들만 취급하며, 예쁜 코디와 함께 보여드리고 있답니다🙌

이번 맨투맨 스웻은 오버한 실루엣의 드랍숄더, 체스트/백판 프린팅모두 흔하지 않으면서 매력적인 스웻으로 커플 스웻하기 딱 좋죠!

▫️나이키(NIKE) 24FW 오버핏 72 맨투맨 스웻셔츠 (2color)
▫️180cm/73kg, 블랙 XL(105) 오버핏 피팅

#나이키 #나이키6032 #nike
3주","['#나이키', '#나이키6032', '#nike']"
"jeonju.wwtg
전주 살면서 모르면 손해인 빈티지샵👕👚2

고물가시대, 브랜드 빈티지의류부터 트렌디한 커스텀의류,악세사리가 만원부터 시작!

애기옷은 1만원에서 15000원 사이!
폴로 진짜 많아요..🫢

빈티지인데도 상태 너무 좋고,매장이 넓은만큼 나이키,아디다스,폴로,칼하트,스투시,입생로랑,리바이스,스톤아일랜드,CP컴퍼니,베이프,마르디,꼼데가르송,아페쎄등 좋은 브랜드의 옷과 국가대표 유니폼까지 다양하고 이쁜게 너무 많았어요~

기본 맨투맨,후드티,니트,반팔,바람막이,바지등이 만원부터 만원대인게 많았고 폴로,마르디 니트류 2만원대 부터 시작~

*10만원이상 구매하면 만원할인까지
옷 좋아하시면 당장 가보세요!! ㄱㄱ

* @daily_seoul_2 계정보고 dm으로도 구매가능

📍데일리 서울 전주점 @daily_seoul_2
전북 전주시 완산구 전주객사4길 6 데일리 서울

매일12:00-21:00
12주",[]
"mjbypp
#광고 지금까지도 뇌리에 선명하게 박혀있는 나이키의 광고 카피! 바로 <너라는 위대함을 믿어>인데요. 언제나 건강하고 주체적인 여성들의 모습을 응원하는 나이키의 새로운 프로젝트인 Nike Women future RUNway에 제가 참여하게 되었어요.

이번 프로젝트의 핵심은 나만의 스타일링 포인트를 넣어 일상 속 나이키 룩을 완성하는 것! 저는 저의 붙박이템인 커다란 스크런치, 컬러풀한 양말, 헤어밴드, 레그 워머를 더해보았어요. 이처럼 평소에 즐기는 스타일링 요소 하나씩만 넣어도 나를 나타내기엔 충분해요.

마르고 닳도록 추천해온 코르테즈는 말할 것도 없고, 처음 신어보는 V2K 역시나 우수한 착화감에 스타일링도 용이했어요. 길을 걷다 나이키 매장이 보인다면 꼭 저의 콘텐츠를 떠올리며 들러주세요. LOVE NIKE 🖤

#나이키 #코르테즈 #나이키수트 @nikeseoul @nikewomen
수정됨 · 12주","['#광고', '#나이키', '#코르테즈', '#나이키수트']"
"croket_official
🤍 여름엔 역시 실버슈즈가 국룰이지 🤍
힙하고 시원한 브랜드별 실버슈즈 추천꒰⍢꒱ ༘*
@@올여름 포인트로 하나 장만하쟈 😎

👟 나이키/아식스/아디다스/뉴발란스 등!
👟 화면을 터치해서 구매하세요!
ㅤ
#나이키 #아식스 #아디다스 #뉴발란스 #오니츠카타이거 #운동화 #런닝화 #신발 #신발추천
19주","['#나이키', '#아식스', '#아디다스', '#뉴발란스', '#오니츠카타이거', '#운동화', '#런닝화', '#신발', '#신발추천']"
"andmore_shoes
⠀
✿ 나이키 줌보메로5 아이스 실버 핑크솔 ✿

주말 바잉 갔다가 보자마자 한눈에 반한
실버+핑크 조합 신상 줌보메로 가지고 왔지요 ꉂ☻ᵎᵎᵎ

완벽한 컬러조합 아닌가요
유행하는 실버슈즈에 파우더 핑크솔의 조합이란..💗🩶💗🩶

최애 컬러 모아모아 너무 예쁜 줌보메로
적!극! 추천 드려요⑉♥

220부터 290사이즈까지 주문 가능하세요 🤳🏻
⠀
⠀
🔖상품 문의/주문

인스타 DM으로 앤모어슈즈 주문 양식에
맞춰 보내주시면 순차적으로 답변 도와드리고 있습니다⋆◡̎⋆
⠀
수정됨 · 21주",[]
,[]
"akdlxmsjfba
운동복 사러가면 운동복이없음... 이상한 제품만 잔뜩...
⠀
-
⠀
#예능 #웃긴 #유머 #유머스타그램 #웃긴짤 #예능레전드 #개꿀잼 #꿀잼 #짤방 #레전드 #오늘의유머 #나이키
6주","['#예능', '#웃긴', '#유머', '#유머스타그램', '#웃긴짤', '#예능레전드', '#개꿀잼', '#꿀잼', '#짤방', '#레전드', '#오늘의유머', '#나이키']"
"loveloveywsj
세번째 #NIKE 촬영 🤍

덮머보다 살짝 깐머가 좋은 엄마는
헤메 실장님께 무한 감사를🫶🏻😍

고생하셨습니다….🥹✨💛

#룩북모델 #룩북#룩북촬영 #나이키키즈#나이키 #nikekids #nike#키즈모델#나이키모델#피팅모델#광고모델
수정됨 · 1주","['#NIKE', '#룩북모델', '#룩북', '#룩북촬영', '#나이키키즈', '#나이키', '#nikekids', '#nike', '#키즈모델', '#나이키모델', '#피팅모델', '#광고모델']"
"ha.muu
퇴근길 뜀박질 : 합정🔛집
해가 일찍 떨어지니 아쉽기도 하고
야경이 아름다워 보이기도 하고
뜨끈한 국물에 소주 한 잔 하고 싶기도 하고
아 그냥 그렇다구-
3주",[]
"swimming_sonii
₍ᐢɞ̴̶̷ ·̫ ɞ̴̶̷ᐢ₎‧⁺₊⋆
𝙉𝙄𝙆𝙀𝙎𝙒𝙄𝙈 𝙍𝘼𝘾𝙀𝙍𝘽𝘼𝘾𝙆 𝙂𝙍𝙀𝙀𝙉𝙎𝙃𝙊𝘾𝙆💚

▪️ 그린쇼크
▪️ 레이서백 / 하이컷 / 미들넥
▪️ 안감 블랙 / 브라컵,고리X

청량상큼한 그린 컬러! 입었을 때 쨍하게 환해지는 컬러라 보기만해도 기분이 좋아집니다🍀🍀
레이서백은 처음 입어보는데 한사이즈 업했더니 넉넉하고 안정감 있더라구요. 스타트 뛸 때 자주 손이 갈 것 같아요ദ്ദി˙∇˙)ว
저처럼 까무잡잡러가 입으니 컬러가 더 눈에 확 들어옵니다
이번 나이키 신상 컬러 너무 잘 뽑았네요 사랑스러운 그리니💚🤍

키 169 / 토르소 149 / 사이즈 30
42주",[]
"sonyunko
25
25주",[]
"ainyoga_
그림자가 밉다는 너에게는 너만의 그림자가 있음을
널 닮아 그림자도 투명한 아름다운 너를
시시각각 변화하는 일렁임을 있는 그대로 볼게.
날카로운 반짝임에 눈물이 핑 돌아도 못 본채 않을게.
너의 빛남을 계속 알아봐 줄게.

#요가 #수련
수정됨 · 2일","['#요가', '#수련']"
"ww0ny
#내돈내산 @swimmetro.official

#나이키 #컷아웃 #수영복 #수영복모델 #실내수영복

찰떡이색깔
172cm / 50kg 나이키스윔 30size

강남 신세계 잠깐 들렸다가
발견해서 바로 겟또💗

첫 컷아웃인데 옆면이 커서 살짝 뜨네~~
수정됨 · 12주","['#내돈내산', '#나이키', '#컷아웃', '#수영복', '#수영복모델', '#실내수영복']"
"le.syndrome
#나이키 가 겨울 시즌을 맞아 도시에서 사는 삶의 감성에서 영감을 얻고 어떤 상황에도 끄떡없도록 제작된 ‘#나이키C1TY’ 스니커즈를 11월 1일 출시합니다. 가격은 각각 11만9천원.

상품번호: FZ3863-006, 007, 101, 200, 201, 300, 400
3주","['#나이키', '#나이키C1TY’']"
